127.0.0.1 - - [26/Jan/2024:08:47:31 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [26/Jan/2024:09:56:15 +0900] "GET /starbucks-notice/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:02:43 +0900] "GET /starbucks-notice/post.jsp?num=0 HTTP/1.1" 200 16745
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:02:48 +0900] "GET /starbucks-notice/post.jsp?num=11 HTTP/1.1" 200 15665
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:02:50 +0900] "GET /starbucks-notice/post.jsp?num=0 HTTP/1.1" 200 16745
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:06:04 +0900] "GET /starbucks-notice/post.jsp?num=1 HTTP/1.1" 200 15665
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:11:42 +0900] "GET /starbucks-notice/post.jsp?num=0 HTTP/1.1" 500 2505
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:04 +0900] "GET /starbucks-notice/notice.jsp HTTP/1.1" 200 17286
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:04 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:04 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:04 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:04 +0900] "GET /starbucks-notice/css/notice.css HTTP/1.1" 200 60
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:04 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:04 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:05 +0900] "GET /starbucks-notice/notice.jsp HTTP/1.1" 200 17286
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:05 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:05 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:05 +0900] "GET /starbucks-notice/css/notice.css HTTP/1.1" 200 60
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:05 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:05 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:05 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:06 +0900] "GET /starbucks-notice/images/favicon.ico HTTP/1.1" 200 34494
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:07 +0900] "GET /starbucks-notice/post.jsp?num=0 HTTP/1.1" 500 2496
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:07 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:34 +0900] "GET /starbucks-notice/notice.jsp HTTP/1.1" 200 17286
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:34 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:34 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:34 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:34 +0900] "GET /starbucks-notice/css/notice.css HTTP/1.1" 200 60
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:34 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:35 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:36 +0900] "GET /starbucks-notice/images/favicon.ico HTTP/1.1" 200 34494
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:36 +0900] "GET /starbucks-notice/notice.jsp HTTP/1.1" 200 17286
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:36 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:36 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:36 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:36 +0900] "GET /starbucks-notice/css/notice.css HTTP/1.1" 200 60
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:36 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:36 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:36 +0900] "GET /starbucks-notice/images/favicon.ico HTTP/1.1" 200 34494
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:38 +0900] "GET /starbucks-notice/post.jsp?num=0 HTTP/1.1" 200 16758
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:12:40 +0900] "GET /starbucks-notice/post.jsp?num=0 HTTP/1.1" 200 16758
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:20:41 +0900] "GET /starbucks-notice/index.jsp HTTP/1.1" 200 15289
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:20:45 +0900] "GET /starbucks-notice/notice.jsp HTTP/1.1" 200 17286
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:20:49 +0900] "GET /starbucks-notice/post.jsp?num=1 HTTP/1.1" 200 15671
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:21:43 +0900] "GET /starbucks-notice/post.jsp?num=1 HTTP/1.1" 200 15671
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:05 +0900] "GET /starbucks-notice/notice.jsp HTTP/1.1" 200 17286
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:05 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:05 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:05 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:05 +0900] "GET /starbucks-notice/css/notice.css HTTP/1.1" 200 60
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:05 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:05 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:06 +0900] "GET /starbucks-notice/images/favicon.ico HTTP/1.1" 200 34494
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:07 +0900] "GET /starbucks-notice/post.jsp?num=1 HTTP/1.1" 200 16357
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:07 +0900] "GET /starbucks-notice/css/post.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:10 +0900] "GET /starbucks-notice/post.jsp?num=8 HTTP/1.1" 200 16361
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:12 +0900] "GET /starbucks-notice/post.jsp?num=10 HTTP/1.1" 200 16346
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:14 +0900] "GET /starbucks-notice/post.jsp?num=11 HTTP/1.1" 200 16346
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:16 +0900] "GET /starbucks-notice/post.jsp?num=0 HTTP/1.1" 200 16758
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:21 +0900] "GET /starbucks-notice/post.jsp?num=1 HTTP/1.1" 200 16357
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:34 +0900] "GET /starbucks-notice/index.jsp HTTP/1.1" 200 15289
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:36 +0900] "GET /starbucks-notice/post.jsp?num=1 HTTP/1.1" 200 16357
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:40 +0900] "GET /starbucks-notice/post.jsp?num=8 HTTP/1.1" 200 16361
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:44 +0900] "GET /starbucks-notice/post.jsp?num=10 HTTP/1.1" 200 16346
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:48 +0900] "GET /starbucks-notice/notice.jsp HTTP/1.1" 200 17286
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:23:54 +0900] "GET /starbucks-notice/post.jsp?num=11 HTTP/1.1" 200 16346
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:30:16 +0900] "GET /starbucks-notice/adminNoticeInsert.jsp HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:30:16 +0900] "GET /BOARD/style.css HTTP/1.1" 404 826
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:30:16 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:30:41 +0900] "GET /starbucks-notice/adminNoticeInsert.jsp HTTP/1.1" 200 1166
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:30:41 +0900] "GET /starbucks-notice/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:31:10 +0900] "GET /starbucks-notice/adminNoticeInsert.jsp HTTP/1.1" 200 1162
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:31:10 +0900] "GET /starbucks-notice/adminNoticeInsert.jsp HTTP/1.1" 200 1162
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:31:11 +0900] "GET /starbucks-notice/adminNotice.jsp HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:31:28 +0900] "GET /starbucks-notice/adminNoticeInsert.jsp HTTP/1.1" 200 1185
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:31:45 +0900] "GET /starbucks-notice/adminNoticeInsert.jsp HTTP/1.1" 200 1085
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:32:11 +0900] "GET /starbucks-notice/adminNoticeInsert.jsp HTTP/1.1" 200 1081
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:32:12 +0900] "GET /starbucks-notice/adminNotice.jsp HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:32:37 +0900] "GET /starbucks-notice/adminNotice.jsp HTTP/1.1" 200 2789
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:32:38 +0900] "GET /starbucks-notice/adminNoticeInsert.jsp HTTP/1.1" 200 1081
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:36:44 +0900] "GET /starbucks-notice/adminNoticeInsert.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:36:57 +0900] "GET /starbucks-notice/adminNoticeInsertForm.jsp HTTP/1.1" 200 1159
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:36:57 +0900] "GET /starbucks-notice/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:37:20 +0900] "GET /starbucks-notice/adminNoticeInsertForm.jsp HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:38:36 +0900] "GET /starbucks-notice/adminNoticeInsertForm.jsp HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:38:38 +0900] "GET /starbucks-notice/adminNoticeInsertForm.jsp HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:38:38 +0900] "GET /starbucks-notice/css/style.css HTTP/1.1" 200 6094
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:38:38 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:39:17 +0900] "GET /starbucks-notice/adminNoticeInsertForm.jsp HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:39:17 +0900] "GET /starbucks-notice/css/style.css HTTP/1.1" 200 6149
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:39:28 +0900] "POST /starbucks-notice/adminNoticeInsert.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:39:40 +0900] "GET /starbucks-notice/adminNoticeInsertForm.jsp HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:39:40 +0900] "GET /starbucks-notice/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:39:42 +0900] "GET /starbucks-notice/adminNoticeInsertForm.jsp HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:39:42 +0900] "GET /starbucks-notice/css/style.css HTTP/1.1" 200 6149
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:39:42 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:39:45 +0900] "GET /starbucks-notice/adminNoticeInsertForm.jsp HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:39:45 +0900] "GET /starbucks-notice/css/style.css HTTP/1.1" 200 6133
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:39:45 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:40:34 +0900] "GET /starbucks-notice/adminNoticeInsertForm.jsp HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:40:34 +0900] "GET /starbucks-notice/css/style.css HTTP/1.1" 200 6129
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:40:36 +0900] "GET /starbucks-notice/adminNoticeInsertForm.jsp HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:40:36 +0900] "GET /starbucks-notice/css/style.css HTTP/1.1" 200 6129
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:40:36 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:40:37 +0900] "GET /starbucks-notice/adminNoticeInsertForm.jsp HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:40:37 +0900] "GET /starbucks-notice/css/style.css HTTP/1.1" 200 6129
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:40:37 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [26/Jan/2024:10:40:38 +0900] "GET /starbucks-notice/adminNoticeInsertForm.jsp HTTP/1.1" 200 1173
