127.0.0.1 - - [29/Jan/2024:08:50:11 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:21 +0900] "GET /starbucks-notice/images/main_menu_pattern.jpg HTTP/1.1" 200 12881
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:51:21 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:53:31 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:53:31 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2824
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:53:31 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:53:31 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:54:14 +0900] "GET /starbucks-notice/list.jsp HTTP/1.1" 200 2723
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:54:14 +0900] "GET /starbucks-notice/css/notice.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:54:43 +0900] "GET /starbucks-notice/notice.jsp HTTP/1.1" 200 17284
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:55:05 +0900] "GET /starbucks-notice/list.jsp HTTP/1.1" 200 2723
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:55:51 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2915
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:56:14 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:56:14 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:56:14 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:56:14 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:56:14 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:56:14 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:56:14 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:56:14 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:56:14 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:56:37 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:16 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:16 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:16 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:16 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:16 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:16 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:16 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:16 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:16 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:21 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:21 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:21 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:21 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:21 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:21 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:21 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:21 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:21 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:26 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:26 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:26 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:26 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:26 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:26 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:26 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:26 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:26 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:32 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:32 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:32 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:32 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:32 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:32 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:32 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:32 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:32 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:33 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:33 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:33 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:33 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:33 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:33 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:33 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:34 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:34 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:34 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:34 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:34 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:34 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:34 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:34 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:34 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:34 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:34 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:34 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:35 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:36 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:36 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:36 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:36 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:36 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:36 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:36 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:36 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:36 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:36 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:36 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:36 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:37 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:38 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:38 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:38 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:38 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:38 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:38 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:38 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:38 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:38 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:38 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:38 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:38 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:57:39 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:05 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:05 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:05 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:05 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:05 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:05 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:05 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:05 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:05 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:06 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:06 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:06 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:39 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:40 +0900] "GET /starbucks-notice/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:41 +0900] "GET /starbucks-notice/images/mem_check_off.png HTTP/1.1" 200 765
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:41 +0900] "GET /starbucks-notice/images/login_bg.jpg HTTP/1.1" 200 625720
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:41 +0900] "GET /starbucks-notice/login.jsp HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:41 +0900] "GET /starbucks-notice/css/reset.css HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:41 +0900] "GET /starbucks-notice/css/login.css HTTP/1.1" 200 2939
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:41 +0900] "GET /starbucks-notice/css/main.css HTTP/1.1" 200 12352
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:41 +0900] "GET /starbucks-notice/images/starbucks_logo.png HTTP/1.1" 200 9826
0:0:0:0:0:0:0:1 - - [29/Jan/2024:08:58:41 +0900] "GET /starbucks-notice/js/main.js HTTP/1.1" 200 3313
